state,county,fips,year,dvotes,rvotes
IA,CERROGORDO,19033,2016,9840,11583
IA,CHEROKEE,19035,1984,3349,4046
IA,CHEROKEE,19035,1988,3574,3218
IA,CHEROKEE,19035,1992,2592,2771
IA,CHEROKEE,19035,1996,2854,2631
IA,CHEROKEE,19035,2000,2845,3463
IA,CHEROKEE,19035,2004,2988,3758
IA,CHEROKEE,19035,2008,2890,3372
IA,CHEROKEE,19035,2012,2623,3656
IA,CHEROKEE,19035,2016,1676,4188
IA,CHICKASAW,19037,1984,3186,3661
IA,CHICKASAW,19037,1988,3530,2549
IA,CHICKASAW,19037,1992,2915,2131
IA,CHICKASAW,19037,1996,3358,2188
IA,CHICKASAW,19037,2000,3435,2936
IA,CHICKASAW,19037,2004,3708,3040
IA,CHICKASAW,19037,2008,3923,2557
IA,CHICKASAW,19037,2012,3552,2836
IA,CHICKASAW,19037,2016,2264,3739
IA,CLARKE,19039,1984,2030,2262
IA,CLARKE,19039,1988,2262,1631
IA,CLARKE,19039,1992,1921,1419
IA,CLARKE,19039,1996,2052,1401
IA,CLARKE,19039,2000,2081,1984
IA,CLARKE,19039,2004,2323,2200
IA,CLARKE,19039,2008,2218,2118
IA,CLARKE,19039,2012,2187,2124
IA,CLARKE,19039,2016,1463,2706
IA,CLAY,19041,1984,3774,4450
IA,CLAY,19041,1988,4173,3641
IA,CLAY,19041,1992,3344,3008
IA,CLAY,19041,1996,3659,3131
IA,CLAY,19041,2000,3294,3992
IA,CLAY,19041,2004,3547,4898
IA,CLAY,19041,2008,3925,4355
IA,CLAY,19041,2012,3363,4934
IA,CLAY,19041,2016,2246,5870
IA,CLAYTON,19043,1984,3446,5029
IA,CLAYTON,19043,1988,4320,3839
IA,CLAYTON,19043,1992,3740,3042
IA,CLAYTON,19043,1996,4285,2942
IA,CLAYTON,19043,2000,4238,4034
IA,CLAYTON,19043,2004,4736,4312
IA,CLAYTON,19043,2008,5195,3651
IA,CLAYTON,19043,2012,4768,4146
IA,CLAYTON,19043,2016,3236,5309
IA,CLINTON,19045,1984,11240,13914
IA,CLINTON,19045,1988,12549,10243
IA,CLINTON,19045,1992,11681,8736
IA,CLINTON,19045,1996,11489,7623
IA,CLINTON,19045,2000,12276,9229
IA,CLINTON,19045,2004,13813,10666
IA,CLINTON,19045,2008,15018,9324
IA,CLINTON,19045,2012,15123,9423
IA,CLINTON,19045,2016,10079,11249
IA,CRAWFORD,19047,1984,3396,4552
IA,CRAWFORD,19047,1988,3868,3375
IA,CRAWFORD,19047,1992,3007,2693
IA,CRAWFORD,19047,1996,3143,2686
IA,CRAWFORD,19047,2000,2838,3482
IA,CRAWFORD,19047,2004,3220,3955
IA,CRAWFORD,19047,2008,3715,3345
IA,CRAWFORD,19047,2012,3035,3584
IA,CRAWFORD,19047,2016,1985,4608
IA,DALLAS,19049,1984,6564,6080
IA,DALLAS,19049,1988,7501,4858
IA,DALLAS,19049,1992,6554,5588
IA,DALLAS,19049,1996,8021,6644
IA,DALLAS,19049,2000,8561,10306
IA,DALLAS,19049,2004,10917,15183
IA,DALLAS,19049,2008,15149,16954
IA,DALLAS,19049,2012,16466,20921
IA,DALLAS,19049,2016,15662,19288
IA,DAVIS,19051,1984,2187,1956
IA,DAVIS,19051,1988,2246,1563
IA,DAVIS,19051,1992,1964,1346
IA,DAVIS,19051,1996,1895,1443
IA,DAVIS,19051,2000,1691,1956
IA,DAVIS,19051,2004,1731,2148
IA,DAVIS,19051,2008,1680,2029
IA,DAVIS,19051,2012,1518,2133
IA,DAVIS,19051,2016,976,2721
IA,DECATUR,19053,1984,2098,2104
IA,DECATUR,19053,1988,2192,1406
IA,DECATUR,19053,1992,1865,1315
IA,DECATUR,19053,1996,1848,1286
IA,DECATUR,19053,2000,1674,1903
IA,DECATUR,19053,2004,1859,2088
IA,DECATUR,19053,2008,1986,2020
IA,DECATUR,19053,2012,1790,1945
IA,DECATUR,19053,2016,1201,2296
IA,DELAWARE,19055,1984,3158,4769
IA,DELAWARE,19055,1988,3947,3425
IA,DELAWARE,19055,1992,3091,3193
IA,DELAWARE,19055,1996,3704,3066
IA,DELAWARE,19055,2000,3808,4273
IA,DELAWARE,19055,2004,4227,4908
IA,DELAWARE,19055,2008,4649,4113
IA,DELAWARE,19055,2012,4605,4628
IA,DELAWARE,19055,2016,2956,5688
IA,DESMOINES,19057,1984,11173,9559
IA,DESMOINES,19057,1988,11593,7652
IA,DESMOINES,19057,1992,11315,6378
IA,DESMOINES,19057,1996,10754,5777
IA,DESMOINES,19057,2000,11351,7385
IA,DESMOINES,19057,2004,12456,8221
IA,DESMOINES,19057,2008,12462,7721
IA,DESMOINES,19057,2012,11873,8130
IA,DESMOINES,19057,2016,8178,9479
IA,DICKINSON,19059,1984,3025,4064
IA,DICKINSON,19059,1988,3342,3678
IA,DICKINSON,19059,1992,3106,3197
IA,DICKINSON,19059,1996,3563,3127
IA,DICKINSON,19059,2000,3660,4225
IA,DICKINSON,19059,2004,4140,5337
IA,DICKINSON,19059,2008,4625,5162
IA,DICKINSON,19059,2012,4088,5911
IA,DICKINSON,19059,2016,3051,6743
IA,DUBUQUE,19061,1984,21876,19239
IA,DUBUQUE,19061,1988,23797,14530
IA,DUBUQUE,19061,1992,20539,14008
IA,DUBUQUE,19061,1996,20852,13394
IA,DUBUQUE,19061,2000,22341,16462
IA,DUBUQUE,19061,2004,26561,20100
IA,DUBUQUE,19061,2008,28611,18651
IA,DUBUQUE,19061,2012,28600,21265
IA,DUBUQUE,19061,2016,22774,23384
IA,EMMET,19063,1984,2746,2946
IA,EMMET,19063,1988,2778,2173
IA,EMMET,19063,1992,2239,1751
IA,EMMET,19063,1996,2272,1641
IA,EMMET,19063,2000,2165,2331
IA,EMMET,19063,2004,2405,2697
IA,EMMET,19063,2008,2570,2373
IA,EMMET,19063,2012,2087,2499
IA,EMMET,19063,2016,1356,3121
IA,FAYETTE,19065,1984,4677,6505
IA,FAYETTE,19065,1988,5304,4921
IA,FAYETTE,19065,1992,4410,3877
IA,FAYETTE,19065,1996,4831,3850
IA,FAYETTE,19065,2000,4640,4747
IA,FAYETTE,19065,2004,5185,5128
IA,FAYETTE,19065,2008,5908,4205
IA,FAYETTE,19065,2012,5709,4484
IA,FAYETTE,19065,2016,3666,5591
IA,FLOYD,19067,1984,4154,4341
IA,FLOYD,19067,1988,4377,3266
IA,FLOYD,19067,1992,3689,2403
IA,FLOYD,19067,1996,3767,2376
IA,FLOYD,19067,2000,3830,3191
IA,FLOYD,19067,2004,4349,3745
IA,FLOYD,19067,2008,4822,3051
IA,FLOYD,19067,2012,4674,3466
IA,FLOYD,19067,2016,3177,4371
IA,FRANKLIN,19069,1984,2349,3129
IA,FRANKLIN,19069,1988,2594,2320
IA,FRANKLIN,19069,1992,2048,2138
IA,FRANKLIN,19069,1996,2234,2054
IA,FRANKLIN,19069,2000,2122,2657
IA,FRANKLIN,19069,2004,2340,3128
IA,FRANKLIN,19069,2008,2575,2501
IA,FRANKLIN,19069,2012,2256,2818
IA,FRANKLIN,19069,2016,1490,3153
IA,FREMONT,19071,1984,1426,2686
IA,FREMONT,19071,1988,1547,1946
IA,FREMONT,19071,1992,1424,1459
IA,FREMONT,19071,1996,1482,1574
IA,FREMONT,19071,2000,1459,2069
IA,FREMONT,19071,2004,1510,2362
IA,FREMONT,19071,2008,1848,1989
IA,FREMONT,19071,2012,1636,1971
IA,FREMONT,19071,2016,959,2401
IA,GREENE,19073,1984,2831,2579
IA,GREENE,19073,1988,3011,2091
IA,GREENE,19073,1992,2420,1954
IA,GREENE,19073,1996,2519,1862
IA,GREENE,19073,2000,2301,2282
IA,GREENE,19073,2004,2459,2618
IA,GREENE,19073,2008,2371,2349
IA,GREENE,19073,2012,2369,2373
IA,GREENE,19073,2016,1688,2819
IA,GRUNDY,19075,1984,1915,4527
IA,GRUNDY,19075,1988,2211,3433
IA,GRUNDY,19075,1992,1896,3158
IA,GRUNDY,19075,1996,2320,2929
IA,GRUNDY,19075,2000,2139,3851
IA,GRUNDY,19075,2004,2386,4429
IA,GRUNDY,19075,2008,2790,3945
IA,GRUNDY,19075,2012,2615,4205
IA,GRUNDY,19075,2016,1847,4516
IA,GUTHRIE,19077,1984,2517,2783
IA,GUTHRIE,19077,1988,2910,2005
IA,GUTHRIE,19077,1992,2236,1963
IA,GUTHRIE,19077,1996,2549,2035
IA,GUTHRIE,19077,2000,2493,2840
IA,GUTHRIE,19077,2004,2614,3325
IA,GUTHRIE,19077,2008,2625,3074
IA,GUTHRIE,19077,2012,2565,3164
IA,GUTHRIE,19077,2016,1720,3603
IA,HAMILTON,19079,1984,3330,4279
IA,HAMILTON,19079,1988,4156,3277
IA,HAMILTON,19079,1992,3264,3034
IA,HAMILTON,19079,1996,3457,3107
IA,HAMILTON,19079,2000,3407,3968
IA,HAMILTON,19079,2004,3895,4367
IA,HAMILTON,19079,2008,4018,3913
IA,HAMILTON,19079,2012,3776,3986
IA,HAMILTON,19079,2016,2715,4450
IA,HANCOCK,19081,1984,2539,3362
IA,HANCOCK,19081,1988,2831,2731
IA,HANCOCK,19081,1992,2177,2427
IA,HANCOCK,19081,1996,2400,2352
IA,HANCOCK,19081,2000,2281,2988
IA,HANCOCK,19081,2004,2484,3368
IA,HANCOCK,19081,2008,2805,3016
IA,HANCOCK,19081,2012,2506,3306
IA,HANCOCK,19081,2016,1582,3972
IA,HARDIN,19083,1984,4477,5195
IA,HARDIN,19083,1988,5088,3856
IA,HARDIN,19083,1992,3789,3592
IA,HARDIN,19083,1996,4054,3504
IA,HARDIN,19083,2000,3734,4486
IA,HARDIN,19083,2004,4015,4875
IA,HARDIN,19083,2008,4393,4315
IA,HARDIN,19083,2012,4021,4647
IA,HARDIN,19083,2016,2774,5231
IA,HARRISON,19085,1984,2495,4352
IA,HARRISON,19085,1988,2883,3108
IA,HARRISON,19085,1992,2349,2761
IA,HARRISON,19085,1996,2578,3068
IA,HARRISON,19085,2000,2551,3802
IA,HARRISON,19085,2004,2906,4680
IA,HARRISON,19085,2008,3555,3909
IA,HARRISON,19085,2012,3131,4059
IA,HARRISON,19085,2016,2123,4892
IA,HENRY,19087,1984,3377,4516
IA,HENRY,19087,1988,3754,3951
IA,HENRY,19087,1992,3546,3434
IA,HENRY,19087,1996,3798,3476
IA,HENRY,19087,2000,3907,4476
IA,HENRY,19087,2004,4127,5220
IA,HENRY,19087,2008,4349,4822
IA,HENRY,19087,2012,4451,5025
IA,HENRY,19087,2016,2897,5764
IA,HOWARD,19089,1984,2135,2718
IA,HOWARD,19089,1988,2330,1970
IA,HOWARD,19089,1992,2100,1517
IA,HOWARD,19089,1996,2304,1529
IA,HOWARD,19089,2000,2426,1922
IA,HOWARD,19089,2004,2614,2028
IA,HOWARD,19089,2008,2941,1722
IA,HOWARD,19089,2012,2767,1793
IA,HOWARD,19089,2016,1674,2611
IA,HUMBOLDT,19091,1984,2406,3396
IA,HUMBOLDT,19091,1988,2713,2594
IA,HUMBOLDT,19091,1992,1763,2297
IA,HUMBOLDT,19091,1996,2082,2235
IA,HUMBOLDT,19091,2000,1949,2846
IA,HUMBOLDT,19091,2004,2146,3162
IA,HUMBOLDT,19091,2008,2160,2895
IA,HUMBOLDT,19091,2012,1967,3099
IA,HUMBOLDT,19091,2016,1251,3564
IA,IDA,19093,1984,1559,2618
IA,IDA,19093,1988,1787,1951
IA,IDA,19093,1992,1450,1713
IA,IDA,19093,1996,1590,1683
IA,IDA,19093,2000,1411,1968
IA,IDA,19093,2004,1415,2342
IA,IDA,19093,2008,1454,2036
IA,IDA,19093,2012,1317,2276
IA,IDA,19093,2016,792,2655
IA,IOWA,19095,1984,2815,4352
IA,IOWA,19095,1988,3338,3247
IA,IOWA,19095,1992,2563,2654
IA,IOWA,19095,1996,3356,3039
IA,IOWA,19095,2000,3230,3894
IA,IOWA,19095,2004,3841,4544
IA,IOWA,19095,2008,4202,4188
IA,IOWA,19095,2012,4118,4551
IA,IOWA,19095,2016,3070,5193
IA,JACKSON,19097,1984,4400,4811
IA,JACKSON,19097,1988,4864,3237
IA,JACKSON,19097,1992,4420,2671
IA,JACKSON,19097,1996,4611,2826
IA,JACKSON,19097,2000,4945,3769
IA,JACKSON,19097,2004,5656,4242
IA,JACKSON,19097,2008,6102,3673
IA,JACKSON,19097,2012,5877,4171
IA,JACKSON,19097,2016,3837,5821
IA,JASPER,19099,1984,8023,8576
IA,JASPER,19099,1988,8940,6703
IA,JASPER,19099,1992,8123,6863
IA,JASPER,19099,1996,8773,6418
IA,JASPER,19099,2000,8699,8729
IA,JASPER,19099,2004,10430,9462
IA,JASPER,19099,2008,10250,8794
IA,JASPER,19099,2012,10240,8868
IA,JASPER,19099,2016,7108,10556
IA,JEFFERSON,19101,1984,2961,4727
IA,JEFFERSON,19101,1988,3594,3614
IA,JEFFERSON,19101,1992,2561,2544
IA,JEFFERSON,19101,1996,2596,2545
IA,JEFFERSON,19101,2000,2863,3248
IA,JEFFERSON,19101,2004,4490,3648
IA,JEFFERSON,19101,2008,5070,3324
IA,JEFFERSON,19101,2012,4772,3429
IA,JEFFERSON,19101,2016,3702,3738
IA,JOHNSON,19103,1984,26000,18677
IA,JOHNSON,19103,1988,28759,15453
IA,JOHNSON,19103,1992,28631,14031
IA,JOHNSON,19103,1996,27897,13399
IA,JOHNSON,19103,2000,31174,17899
IA,JOHNSON,19103,2004,41847,22715
IA,JOHNSON,19103,2008,51027,20732
IA,JOHNSON,19103,2012,50090,23556
IA,JOHNSON,19103,2016,49942,20993
IA,JONES,19105,1984,3825,4907
IA,JONES,19105,1988,4641,3496
IA,JONES,19105,1992,3507,3071
IA,JONES,19105,1996,4668,3081
IA,JONES,19105,2000,4690,4201
IA,JONES,19105,2004,5054,4834
IA,JONES,19105,2008,5446,4405
IA,JONES,19105,2012,5514,4712
IA,JONES,19105,2016,3779,5718
IA,KEOKUK,19107,1984,2649,2913
IA,KEOKUK,19107,1988,2899,2278
IA,KEOKUK,19107,1992,2331,1980
IA,KEOKUK,19107,1996,2545,2081
IA,KEOKUK,19107,2000,2181,2571
IA,KEOKUK,19107,2004,2294,3119
IA,KEOKUK,19107,2008,2518,2712
IA,KEOKUK,19107,2012,2298,2840
IA,KEOKUK,19107,2016,1265,3385
